company_name,date,avg_sentiment
Sartorius,2025-02-17,0.2732
Sartorius,2025-02-24,0.0
Sartorius,2025-03-03,0.5423
Sartorius,2025-03-10,0.203575
Sartorius,2025-03-17,0.105375
Sartorius,2025-03-24,0.1815
Sartorius,2025-03-31,-0.2997
Sartorius,2025-04-07,0.0
Sartorius,2025-04-14,0.1714375
Sartorius,2025-04-21,0.7506
Sartorius,2025-05-12,0.128
Sartorius,2025-05-19,-0.006783333333333326
Sartorius,2025-05-26,-0.052674999999999986
Siemens,2025-04-21,0.0
Siemens,2025-04-28,0.0
Siemens,2025-05-05,0.33525
Siemens,2025-05-12,0.20196666666666666
Siemens,2025-05-19,0.19388
Siemens,2025-05-26,0.12673764705882354
Siemens Energy,2025-01-27,0.2732
Siemens Energy,2025-02-24,0.2732
Siemens Energy,2025-03-17,0.2732
Siemens Energy,2025-03-24,0.3226333333333333
Siemens Energy,2025-03-31,0.2732
Siemens Energy,2025-04-07,0.26604
Siemens Energy,2025-04-14,0.3815727272727273
Siemens Energy,2025-04-21,0.2732
Siemens Energy,2025-04-28,0.3617625
Siemens Energy,2025-05-05,0.32925
Siemens Energy,2025-05-12,0.4631857142857143
Siemens Energy,2025-05-19,0.31562727272727276
Siemens Energy,2025-05-26,0.3586809523809524
Siemens Healthineers,2025-01-20,0.0
Siemens Healthineers,2025-02-03,0.4939
Siemens Healthineers,2025-02-10,0.55905
Siemens Healthineers,2025-02-17,-0.1022
Siemens Healthineers,2025-02-24,0.185025
Siemens Healthineers,2025-03-03,0.5267
Siemens Healthineers,2025-03-10,0.0513
Siemens Healthineers,2025-03-17,0.15058888888888888
Siemens Healthineers,2025-03-24,0.03423333333333333
Siemens Healthineers,2025-03-31,0.23615
Siemens Healthineers,2025-04-07,0.07691666666666666
Siemens Healthineers,2025-04-14,0.0
Siemens Healthineers,2025-04-21,0.0
Siemens Healthineers,2025-04-28,0.02021666666666667
Siemens Healthineers,2025-05-05,0.08031538461538462
Siemens Healthineers,2025-05-12,0.08215454545454545
Siemens Healthineers,2025-05-26,0.3667833333333334
Volkswagen,2025-05-05,-0.2023
Volkswagen,2025-05-12,-0.06549999999999999
Volkswagen,2025-05-19,-0.051414285714285704
Volkswagen,2025-05-26,-0.05404404761904762
Vonovia,2025-03-03,0.0
Vonovia,2025-03-10,-0.4019
Vonovia,2025-03-17,-0.156225
Vonovia,2025-05-05,0.1857590909090909
Vonovia,2025-05-12,0.1681
Vonovia,2025-05-19,0.02626666666666666
Vonovia,2025-05-26,0.244
Zalando,2024-12-30,0.5423
Zalando,2025-01-06,0.4824
Zalando,2025-01-13,0.4404
Zalando,2025-01-20,0.1591
Zalando,2025-01-27,0.891
Zalando,2025-02-03,0.142975
Zalando,2025-02-10,0.4019
Zalando,2025-02-17,0.042666666666666665
Zalando,2025-02-24,0.1645
Zalando,2025-03-03,0.26937142857142854
Zalando,2025-03-10,0.2861666666666667
Zalando,2025-03-17,0.1806
Zalando,2025-03-24,0.12745
Zalando,2025-03-31,0.40164999999999995
Zalando,2025-04-07,0.01803000000000001
Zalando,2025-04-14,0.0
Zalando,2025-04-21,0.4939
Zalando,2025-04-28,-0.05135
Zalando,2025-05-05,0.23583703703703704
Zalando,2025-05-12,0.085
Zalando,2025-05-19,0.0043
Zalando,2025-05-26,0.39185000000000003
adidas,2025-04-14,0.0
adidas,2025-04-21,0.23898333333333333
adidas,2025-04-28,0.13342
adidas,2025-05-05,0.10132500000000003
adidas,2025-05-12,0.2684166666666667
adidas,2025-05-19,0.4706
adidas,2025-05-26,0.38817857142857143
adidas,2025-06-02,0.743
airbus,2025-04-14,0.6915
airbus,2025-04-21,-0.09008666666666666
airbus,2025-04-28,-0.29927272727272725
airbus,2025-05-05,0.2839222222222222
airbus,2025-05-12,-0.08567500000000002
airbus,2025-05-19,0.20955
airbus,2025-05-26,0.414125
airbus,2025-06-02,0.62465
allianz,2025-04-14,-0.128
allianz,2025-04-21,0.7905
allianz,2025-04-28,0.0954
allianz,2025-05-05,0.47700000000000004
allianz,2025-05-12,0.7746999999999999
allianz,2025-05-19,-0.05135
allianz,2025-05-26,0.534025
basf,2025-05-12,-0.5994
basf,2025-05-19,-0.5994
bayer,2025-04-21,-0.8979
bayer,2025-04-28,0.48036666666666666
bayer,2025-05-05,0.6820666666666666
bayer,2025-05-12,0.06632857142857142
bayer,2025-05-19,0.5365625
bayer,2025-05-26,0.5374692307692308
bmw,2025-04-21,-0.05427692307692308
bmw,2025-04-28,0.40645384615384617
bmw,2025-05-05,0.3740666666666667
bmw,2025-05-12,-0.12823
bmw,2025-05-19,0.3309
bmw,2025-05-26,0.05504347826086957
commerzbank,2025-06-02,-0.0258
continental,2025-04-21,0.45470000000000005
continental,2025-04-28,0.4241
continental,2025-05-05,0.5286099999999999
